ID	ORTHOGRAPHY	CELEX	TYPE	SOURCE_FORM	SOURCE_LANGUAGE	STRATUM	ATTESTED
6276	Neger	n eː ɡ ə r	1	nègre	frz	1	17. Jh.
6277	Negligé		1	(habillement)	frz	2	18. Jh.
6278	nehmen	n eː m ə n				1	8. Jh.
6279	Nehrung					?	16. Jh.
6280	Neid	n ai t				1	8. Jh.
6281	Neidnagel		1			?	17. Jh.
6282	Neige	n ai ɡ ə				2	13. Jh.
6283	neigen	n ai ɡ ə n				1	8. Jh.
6284	nein	n ai n				1	9. Jh.
6285	Nekrolog	n eː k r oː l oː k	1	nécrologue	frz	?	18. Jh.
6286	Nektar	n ɛ k t aː r	1	nectar	l	2	16. Jh.
6287	Nelke	n ɛ l k ə				1	13. Jh.
6288	Nell		1			?	20. Jh.
6289	nennen	n ɛ n ə n				1	8. Jh.
6290	Nenner	n ɛ n ə r				2	15. Jh.
6291	neppen		1			1	19. Jh.
6292	Nerv	n ɛ r f	1	nervus	l	1	16. Jh.
6293	Nerz	n ɛ r t͡s	1	nórc	obsorb	2	15. Jh.
6294	Nessel	n ɛ s ə l				1	10. Jh.
6295	Nest	n ɛ s t				1	8. Jh.
6296	Nestel	n ɛ s t ə l				2	8. Jh.
6297	Nesthäkchen					1	17. Jh.
6298	nett	n ɛ t	1			1	15. Jh.
6299	netto	n ɛ t oː	1	(peso)	it	1	15. Jh.
6300	Netz	n ɛ t͡s				1	8. Jh.
6301	netzen	n ɛ t͡s ə n				1	8. Jh.
6302	Netzhaut	n ɛ t͡s h au t				2	18. Jh.
6303	neu	n ɔy				1	8. Jh.
6304	neun	n ɔy n				1	9. Jh., niungeldo «neunfaches Entgelt» 8. Jh.
6305	Neunauge					?	10. Jh.
6306	Neuntöter					?	16. Jh.
6307	neutral	n ɔy t r aː l	1	neutrAlis	l	1	15. Jh.
6308	Neutrum	n ɔy t r ʊ m	1	neutrum	l	2	18. Jh.
6309	Nexus	n ɛ k s ʊ s	1	nexus	l	?	20. Jh.
6310	nibbeln	n ɪ b ə l n	1			?	20. Jh.
6311	nibeln					?	14. Jh.
6312	nicht	n ɪ x t				1	8. Jh.
6313	Nichte	n ɪ x t ə				1	16. Jh.
6314	nichts	n ɪ x t͡s				1	13. Jh.
6315	nicken	n ɪ k ə n				1	9. Jh.
6316	nie	n iː				1	8. Jh.
6317	nieden					2	9. Jh.
6318	nieder	n iː d ə r				1	8. Jh.
6319	niederkommen	n iː d ə r k ɔ m ə n				1	9. Jh., «herunterkommen» 8. Jh.
6320	niederträchtig					1	15. Jh.
6321	Niederung	n iː d ə r ʊ ŋ				2	9. Jh., Bedeutung 17. Jh.
6322	niedlich	n iː d l ɪ x				1	15. Jh.
6323	niemand	n iː m a n t				1	8. Jh.
6324	Niere	n iː r ə				1	9. Jh.
6325	nieseln	n iː z ə l n				2	18. Jh.
6326	niesen	n iː z ə n				1	10. Jh.
6327	Nießbrauch					2	17. Jh.
6328	Nieswurz	n iː s v ʊ r t͡s				?	12. Jh.
6329	Niete 1					1	13. Jh., biniotan 8. Jh.
6330	Niete 2		1	niet	nndl	1	18. Jh.
6331	Nille					?	20. Jh.
6332	Nimbus	n ɪ m b ʊ s	1	nimbus	l	?	18. Jh.
6333	nimmer	n ɪ m ə r				1	9. Jh.
6334	Nippel	n ɪ p ə l	1			?	20. Jh.
6335	nippen	n ɪ p ə n				1	17. Jh.
6336	Nippes		1	nippes	frz	2	18. Jh.
6337	-nis					2	-
6338	Nische	n iː ʃ ə	1	niche	frz	1	17. Jh.
6339	Niß					2	9. Jh.
6340	nisten	n ɪ s t ə n				1	11. Jh.
6341	Niveau	n iː v oː	1	niveau	frz	1	17. Jh.
6342	Nix	n ɪ k s				2	9. Jh.
6343	Nixe	n ɪ k s ə				1	11. Jh.
6344	nobel	n oː b ə l	1	noble	frz	1	17. Jh.
6345	Nobiskrug					?	15. Jh.
6346	noch 1					1	8. Jh.
6347	noch 2					1	11. Jh.
6348	Nock					?	16. Jh.
6349	Nomade	n oː m aː d ə	1	Nomades	l	2	16. Jh.
6350	Nomen	n oː m ə n	1	nOmen	l	?	20. Jh.
6351	Nomenklatur	n oː m ə n k l a t uː r	1	nOmenclAtUra	l	?	20. Jh.
6352	Nominativ	n oː m iː n a t iː f	1	(cAsus)	l	2	17. Jh.
6353	Nonchalance	n ɔ̃ː ʃ a l ɑ̃ː s	1	nonchalance	frz	?	17. Jh.
6354	None	n oː n ə	1			?	9. Jh.
6355	Nonne	n ɔ n ə	1			1	10. Jh.
6356	Nonsens	n ɔ n z ɛ n s	1	nonsense	ne	1	18. Jh.
6357	Noppe	n ɔ p ə				?	14. Jh.
6358	Nord	n ɔ r t				1	11. Jh., nordanonti 8. Jh.
6359	nörgeln					1	17. Jh.
6360	Norm	n ɔ r m	1	nOrma	l	1	14. Jh.
6361	Norne		1			2	18. Jh.
6362	Nößel					?	15. Jh.
6363	Not	n oː t				1	8. Jh.
6364	Notar	n oː t aː r	1			2	10. Jh.
6365	Notdurft	n oː t d ʊ r f t				1	8. Jh., Bedeutung 15. Jh.
6366	Note	n oː t ə	1			1	8. Jh.
6367	nötigen					1	11. Jh.
6368	Notiz	n oː t iː t͡s	1	nOtitia	l	1	17. Jh.
6369	notorisch	n oː t oː r ɪ ʃ	1			?	15. Jh., Form 17. Jh.
6370	Notwehr	n oː t v eː r				1	13. Jh.
6371	notwendig	n oː t v ɛ n d ɪ x				1	16. Jh.
6372	Notzucht	n oː t t͡s ʊ x t				2	16. Jh.
6373	Nougat	n uː ɡ a t	1	nougat	frz	2	19. Jh.
6374	Novelle	n oː v ɛ l ə	1	novella	it	1	18. Jh.
6375	November	n oː v ɛ m b ə r	1	(mEnsis)	l	1	11. Jh.
6376	Novize	n oː v iː t͡s ə	1	novIcius	l	?	14. Jh.
6377	Novum		1	novum	l	2	18. Jh.
6378	Nu	n uː				1	13. Jh.
6379	Nuance	n yːɑ̃ː s ə	1	nuance	frz	2	18. Jh.
6380	nüchtern					1	11. Jh.
6381	Nücke					?	16. Jh.
6382	nuckeln	n ʊ k ə l n				2	17. Jh.
6383	Nudel	n uː d ə l				1	16. Jh.
6384	Null		1	nulla	l	1	16. Jh.
6385	Numismatik	n uː m ɪ s m aː t ɪ k	1	numismatique.	frz	?	18. Jh.
6386	Nummer	n ʊ m ə r	1			1	16. Jh.
6387	nun	n uː n				1	8. Jh.
6388	Nuntius	n ʊ n t iːʊ s	1	nUntius	l	?	18. Jh.
6389	nur	n uː r				1	11. Jh.
6390	nuscheln	n ʊ ʃ ə l n				1	15. Jh.
6391	Nuß 1					1	8. Jh.
6392	Nuß 2					?	16. Jh.
6393	Nüster					1	18. Jh.
6394	Nut(e)					2	9. Jh.
6395	nutschen					?	17. Jh.,  auch nutscheln seit dem 16. Jh.
6396	Nutte	n ʊ t ə				1	20. Jh.
6397	nütze					1	9. Jh.
6398	Nutzen	n ʊ t͡s ə n				1	8. Jh., Form 16. Jh.
6399	Oase	oːaː z ə	1	Oasis	l	2	18. Jh.
6400	ob 1					1	8. Jh.
6401	ob 2					?	8. Jh.
6402	Obacht	oː b a x t				2	17. Jh.
6403	Obdach	ɔ p d a x				2	10. Jh.
6404	Obduktion	ɔ p d ʊ k t͡s iːoː n	1	obductio	l	?	18. Jh.
6405	Obelisk	oː b eː l ɪ s k	1	obeliscus	l	?	16. Jh.
6406	oben	oː b ə n				1	9. Jh., obana «von oben» 8. Jh.
6407	ober 1					1	8. Jh.
6408	ober 2					?	18. Jh.
6409	Ober	oː b ə r				1	19. Jh.
6410	oberhalb	oː b ə r h a l p				1	11. Jh.
6411	Oberhand	oː b ə r h a n t				2	12. Jh.
6412	Obers					?	19. Jh.
6413	Oberst	oː b ə r s t				1	16. Jh., früher auch mit der Nebenform Obrist
6414	Oberwasser	oː b ə r v a s ə r				2	15. Jh.
6415	Objekt	ɔ p j ɛ k t	1	objectum	ml	1	14. Jh.
6416	Oblate	oː p l aː t ə	1	oblata	ml	2	8. Jh.
6417	obliegen	ɔ p l iː ɡ ə n				2	9. Jh., Form 17. Jh.
6418	obligat	oː b l iː ɡ aː t	1	obligAtus	l	?	16. Jh.
6419	Oboe	oː b oːə	1	oboe	it	2	18. Jh.
6420	Obolus		1			2	18. Jh.
6421	Obrigkeit	oː b r ɪ x k ai t				1	14. Jh.
6422	obskur	ɔ p s k uː r	1	obscUrus	l	2	17. Jh.
6423	obsolet		1	obsolEtus	l	?	20. Jh.
6424	Obst	oː p s t				1	8. Jh.
6425	obstinat	ɔ p s t iː n aː t	1	obstinAtus	l	?	17. Jh.
6426	obszön		1	obscoenus	l	1	18. Jh.
6427	Ochse	ɔ k s ə				1	8. Jh.
6428	ochsen	ɔ k s ə n				1	19. Jh.
6429	Ochsenauge					2	15. Jh.
6430	Ocker	ɔ k ə r	1			2	10. Jh.
6431	Ode	oː d ə	1	OdE	l	2	17. Jh.
6432	öde					1	11. Jh.
6433	Ödem		1	oídEma	gr	?	19. Jh.
6434	oder	oː d ə r				1	8. Jh., Form 10. Jh.
6435	Odermennig		1			?	11. Jh.
6436	Odyssee		1			2	19. Jh.
6437	Ofen	oː f ə n				1	8. Jh.
6438	offen	ɔ f ə n				1	8. Jh.
6439	offenbar	ɔ f ə n b aː r				1	10. Jh.
6440	offensiv	ɔ f ɛ n z iː f	1	offensif	frz	2	16. Jh.
6441	öffentlich					1	8. Jh.,
6442	offiziell	ɔ f iː t͡s iːɛ l	1	officiel	frz	1	18. Jh.
6443	Offizier	ɔ f iː t͡s iː r	1	officier	frz	1	15. Jh., Bedeutung 16. Jh.
6444	Offizin		1	officIna	l	?	18. Jh.
6445	offiziös		1	officieux	frz	?	18. Jh.
6446	oft	ɔ f t				1	8. Jh.
6447	Oheim					2	9. Jh.
6448	Ohm 2		1			?	12. Jh.
6449	Öhmd					?	12. Jh.
6450	ohne	oː n ə				1	8. Jh.
6451	Ohnmacht	oː n m a x t				1	9. Jh., Form 13. Jh.
6452	Ohr	oː r				1	8. Jh.
6453	Öhr					1	11. Jh.
6454	Ohrwurm	oː r v ʊ r m				2	13. Jh.
6455	okay		1			1	20. Jh.
6456	okkasionell		1	occasionnel	frz	?	17. Jh.
6457	okkult	ɔ k ʊ l t	1	occultus	l	2	18. Jh.
6458	Ökonomie		1	oeconomia	l	2	16. Jh.
6459	Oktav	ɔ k t aː f	1	in	l	?	18. Jh.
6460	Oktave		1			2	13. Jh.
6461	Oktober	ɔ k t oː b ə r	1	(mEnsis)	l	1	14. Jh.
6462	Ökumene		1	oecUmenE	l	?	19. Jh.
6463	Okzident	ɔ k t͡s iː d ɛ n t	1	(sOl)	l	?	13. Jh.
6464	Öl		1			1	8. Jh.
6465	Oldie		1	oldie	ne	?	20. Jh.
6466	Oleander	oː l eːa n d ə r	1	oleandro	it	?	16. Jh.
6467	Oligarchie	oː l iː ɡ a r x iː	1	oligarchíA	gr	?	18. Jh.
6468	Olive	oː l iː v ə	1	olIva	l	2	16. Jh.
6469	Olm					?	11. Jh.
6470	Oma	oː m aː				1	19. Jh.
6471	Ombudsmann		1	ombudsman	schwed	?	20. Jh.
6472	Omelett(e)		1	omelette	frz	2	18. Jh.
6473	Omen	oː m ə n	1	Omen	l	2	16. Jh.
6474	Omnibus	ɔ m n iː b ʊ s	1	(voiture)	frz	1	19. Jh.
6475	Onkel	ɔ ŋ k ə l	1	oncle	frz	1	18. Jh.
6476	Onyx	oː n ʏ k s	1	ónyx	gr	?	13. Jh.
6477	Opa	oː p aː				1	19. Jh.
6478	Opal	oː p aː l	1	opalus	l	?	17. Jh.
6479	Oper	oː p ə r	1	opera	it	1	17. Jh.
6480	opfern	ɔ p f ə r n	1			1	8. Jh.
6481	Opium	oː p iːʊ m	1	opium	l	2	15. Jh.
6482	opportun	ɔ p ɔ r t uː n	1	opportUnus	l	?	17. Jh.
6483	Opposition	ɔ p oː z iː t͡s iːoː n	1	oppositio	l	1	16. Jh.
6484	Optik	ɔ p t ɪ k	1	(ars)	l	1	16. Jh.
6485	Optimum	ɔ p t iː m ʊ m	1	optimum	l	?	20. Jh.
6486	Option	ɔ p t͡s iːoː n	1	optio	l	?	20. Jh.
6487	opulent	oː p uː l ɛ n t	1	opulentus	l	?	18. Jh.
6488	Opus	oː p ʊ s	1	opus	l	?	16. Jh.
6489	Orakel	oː r aː k ə l	1	OrAculum	l	1	16. Jh.
6490	Orange		1	(pomme	frz	1	17. Jh.
6491	Orang-Utan		1	orang	mal	2	17. Jh.
6492	Oratorium	oː r a t oː r iːʊ m	1	oratorium	ml	?	17. Jh.
6493	Orchester	ɔ r k ɛ s t ə r	1	orchestre	frz	1	18. Jh.
6494	Orchidee	ɔ r x iː d eːə	1	orchidée	frz	1	18. Jh.
6495	Orden	ɔ r d ə n	1			1	11. Jh.
6496	Order	ɔ r d ə r	1	ordre	frz	?	17. Jh.
6497	ordinär		1	ordinaire	frz	2	17. Jh.
6498	Ordinate	ɔ r d iː n aː t ə	1	(lInea)	l	?	18. Jh.
6499	ordnen	ɔ r d n ə n	1	OrdinAre	l	1	9. Jh.
6500	Ordonnanz		1	ordonnance	frz	?	16. Jh.
6501	Organ	ɔ r ɡ aː n	1	organum	l	1	16. Jh.
6502	Orgasmus	ɔ r ɡ a s m ʊ s	1			2	18. Jh.
6503	Orgel	ɔ r ɡ ə l	1			1	9. Jh., Form 13. Jh.
6504	Orgie	ɔ r ɡ iːə	1	orgia	l	2	17. Jh.
6505	Orient	oː r iːɛ n t	1			1	12. Jh.
6506	Original	oː r iː ɡ iː n aː l	1	orIginAle	l	1	14. Jh.
6507	Orkan	ɔ r k aː n	1	orkaan	nndl	1	16. Jh.
6508	Ornament	ɔ r n a m ɛ n t	1	OrnAmentum	l	1	14. Jh.
6509	Ornat		1	OrnAtus	l	?	13. Jh.
6510	Ort	ɔ r t				1	8. Jh.
6511	orthodox	ɔ r t oː d ɔ k s	1	orthodoxus	l	1	16. Jh.
6512	Orthographie	ɔ r t oː ɡ r a f iː	1	orthographia	l	2	15. Jh.
6513	Orthopädie		1	orthopédie	frz	2	18. Jh.
6514	Öse					1	15. Jh.
6515	ösen					?	13. Jh.
6516	Ossi					1	20. Jh.
6517	Osten	ɔ s t ə n				1	11. Jh., ostanonti 8. Jh.
6518	Osterluzei		1			?	11. Jh., Form 15. Jh.
6519	Ostern	oː s t ə r n				1	8. Jh.
6520	Otter 1					1	9. Jh.
6521	Otter 2					2	16. Jh.
6522	Ottomane	ɔ t oː m aː n ə	1	ottomane	frz	?	18. Jh.
6523	Ouvertüre		1	ouverture	frz	2	17. Jh.
6524	oval	oː v aː l	1	OvAlis	spl	2	17. Jh.
6525	Ovation	oː v a t͡s iːoː n	1	ovAtio	l	?	16. Jh.
6526	Overall		1	overall	ne	2	20. Jh.
6527	Ozean	oː t͡s eːaː n	1			1	12. Jh., Form 17. Jh.
6528	Paar	p aː r	1			1	13. Jh.
6529	Pacht	p a x t	1			1	16. Jh.
6530	Pack	p a k				1	13. Jh.
6531	Packeis	p a k ai s				?	18. Jh.
6532	packen	p a k ə n				1	16. Jh.
6533	Padde					?	16. Jh.
6534	Paddel	p a d ə l	1	paddle	ne	1	19. Jh.
6535	Päderastie		1	paiderastía	gr	?	18. Jh.
6536	paffen					1	18. Jh.
6537	Page	p aː ʒ ə	1	page	frz	2	17. Jh.
6538	Pagode	p a ɡ oː d ə	1	pagode	port	?	16. Jh.
6539	Paillette		1	paillette	frz	?	19. Jh.
6540	Paket	p a k eː t	1	paquet	frz	1	16. Jh.
6541	Paladin		1			?	18. Jh.
6542	Palatschinke		1			?	20. Jh.
6543	Palaver	p a l aː v ə r	1	palaver	ne	1	19. Jh.
6544	Pale					?	19. Jh.
6545	Paletot		1	paletot	frz	?	19. Jh.
6546	Palimpsest		1	palimpsEstos	l	?	19. Jh.
6547	Palis(s)ade		1	palissade	frz	2	16. Jh.
6548	Palisander	p a l iː z a n d ə r	1	palissandre	frz	?	19. Jh.
6549	Pall					?	20. Jh.
6550	Pampe					1	16. Jh.
6551	Pampelmuse	p a m p ə l m uː z ə	1			2	18. Jh.
6552	pampig					2	20. Jh.
6553	Paneel	p a n eː l	1			?	18. Jh.
6554	Panel		1	panel	ne	?	20. Jh.
6555	panisch	p aː n ɪ ʃ	1	panique	frz	1	16. Jh.
6556	Panne	p a n ə	1	panne	frz	1	20. Jh.
6557	Pansen		1	panse	frz	?	17. Jh.
6558	Panther	p a n t ə r	1	panthEr(a)	l	1	12. Jh.
6559	Pantoffel	p a n t ɔ f ə l	1	pantofola	it	1	15. Jh.
6560	Pantomime	p a n t oː m iː m ə	1	pantomImus	l	2	17. Jh.
6561	pantschen					2	18. Jh.
6562	Panzer	p a n t͡s ə r	1	pancier	frz	1	12. Jh.
6563	Papa	p a p aː	1			1	17. Jh.
6564	Papagei	p a p a ɡ ai	1	papegai	frz	1	15. Jh.
6565	Papier	p a p iː r	1	papyrum	l	1	15. Jh.
6566	papp					1	15. Jh.
6567	Pappe	p a p ə				1	18. Jh.
6568	Pappel 1		1	pOpulus	l	1	13. Jh.
6569	Pappel 2					1	9. Jh.
6570	pappeln					1	16. Jh.
6571	päppeln					1	19. Jh.
6572	pappen	p a p ə n				1	15. Jh.
6573	papperlapapp					1	18. Jh.
6574	Paprika	p a p r iː k aː	1	pàprika	serb	1	19. Jh.
6575	Papst	p aː p s t	1			1	11. Jh., Form 13. Jh.
6576	Parabel	p a r aː b ə l	1			2	9. Jh.
6577	Parade	p a r aː d ə	1	parade	frz	1	17. Jh.
6578	Paradies	p a r a d iː s	1	paradIsus	spl	1	8. Jh.
6579	Paradigma	p a r a d ɪ ɡ m aː	1	paradIgma	l	?	16. Jh.
6580	paradox	p a r a d ɔ k s	1	paradoxos	l	2	17. Jh.
6581	Paragraph	p a r a ɡ r aː f	1			1	13. Jh.
6582	parallel	p a r a l eː l	1	parallElos	l	1	16. Jh.
6583	Paralyse	p a r a l yː z ə	1			?	14. Jh.
6584	Paranoia	p a r a n ɔyaː	1	paránoia	gr	?	20. Jh.
6585	Paraphrase	p a r a f r aː z ə	1			2	17. Jh.
6586	Parapluie	p a r a p l yː	1	parapluie	frz	?	18. Jh.
6587	Parasit	p a r a z iː t	1	parasItus	l	2	15. Jh.
6588	Parasol	p a r a z oː l	1	parasol	frz	?	18. Jh.
6589	parat	p a r aː t	1	parAtus	l	2	17. Jh.
6590	Parcours		1	parcours	frz	?	20. Jh.
6591	pardauz					1	17. Jh.
6592	Pardel		1	pardalis	l	?	15. Jh.
6593	Pardon	p a r d ɔ̃ː	1	pardon	frz	2	15. Jh.
6594	Parenthese	p a r ɛ n t eː z ə	1	parenthesis	l	?	16. Jh.
6595	Parfum	p a r f ɒ̃ː	1	parfum	frz	1	18. Jh.
6596	parieren 1		1	parare	it	2	15. Jh.
6597	parieren 2		1	parer	frz	?	16. Jh.
6598	parieren 3		1	pArEre	l	2	16. Jh.
6599	Parität		1	paritas	l	?	17. Jh.
6600	Parka		1	parka	ne	?	20. Jh.
6601	parken	p a r k ə n	1	to	ne	1	20. Jh.
6602	Parkett	p a r k ɛ t	1	parquet	frz	1	18. Jh.
6603	Parlament	p a r l a m ɛ n t	1			1	13. Jh.
6604	Parodie	p a r oː d iː	1	parodie	frz	1	17. Jh.
6605	Paroli		1	paroli	frz	?	19. Jh.
6606	Part	p a r t	1			2	12. Jh.
6607	Parte		1			?	20. Jh.
6608	Partei	p a r t ai	1			1	13. Jh.
6609	Parterre	p a r t ɛ r	1	parterre	frz	1	17. Jh., Bedeutung 19. Jh.
6610	Partie	p a r t iː	1	partie;	frz	1	17. Jh.
6611	Partikel	p a r t iː k ə l	1	particula	l	2	15. Jh.
6612	Partisan	p a r t iː z aː n	1	partisan	frz	2	17. Jh.
6613	Partitur	p a r t iː t uː r	1	partitura	it	2	17. Jh.
6614	Partizip	p a r t iː t͡s iː p	1	participium	l	2	15. Jh.
6615	Partner	p a r t n ə r	1	partner	ne	1	19. Jh.
6616	partout		1	partout	frz	1	18. Jh.
6617	Party	p aː r t iː	1	party	ne	2	20. Jh.
6618	Parvenü		1	parvenu(e)	frz	2	18. Jh.
6619	Parze		1	Parca	l	2	15. Jh.
6620	Parzelle	p a r t͡s ɛ l ə	1	parcelle	frz	2	19. Jh.
6621	Pasch		1			?	17. Jh.
6622	Pascha	p a ʃ aː	1			1	18. Jh.
6623	paschen 2					?	18. Jh.
6624	Paspel		1	passepoil	frz	?	19. Jh.
6625	Paß 1		1	pas	frz	2	14. Jh.
6626	Paß 2		1			1	17. Jh.
6627	Passat	p a s aː t	1	passaat	mndl	?	18. Jh.
6628	passen	p a s ə n	1			1	13. Jh.
6629	Passepartout	p a s p a r t uː	1	passepartout	frz	?	17. Jh.
6630	Passion	p a s iːoː n	1			2	14. Jh.
6631	Passiv	p a s iː f	1	passIvum	spl	2	17. Jh.
6632	Passus		1	passus	l	?	16. Jh.
6633	Paste	p a s t ə	1	pasta	it	1	15. Jh.
6634	Pastell	p a s t ɛ l	1	pastello	it	2	18. Jh.
6635	Pastete	p a s t eː t ə	1			2	14. Jh.
6636	Pastille	p a s t ɪ l ə	1	pAstillus	l	2	18. Jh.
6637	Pastor	p a s t ɔ r	1			2	14. Jh.
6638	Pate	p aː t ə	1			1	13. Jh.
6639	Patent	p a t ɛ n t	1	patente	frz	2	17. Jh.
6640	Pater	p aː t ə r	1			2	16. Jh.
6641	Paternoster	p a t ə r n ɔ s t ə r	1			2	18. Jh.
6642	Pathologie	p a t oː l oː ɡ iː	1	pathologia	ml	?	16. Jh.
6643	Pathos	p aː t ɔ s	1	páthos	gr	2	17. Jh.
6644	Patience	p a s iːɑ̃ː s	1	patience	frz	?	18. Jh.
6645	Patient	p a t͡s iːɛ n t	1			1	16. Jh.
6646	Patina	p aː t iː n aː	1	patina	it	?	18. Jh.
6647	Patriarch	p a t r iːa r x	1			1	12. Jh.
6648	Patriot	p a t r iːoː t	1	patriote	frz	1	16. Jh.
6649	Patrizier	p a t r iː t͡s iːə r	1			2	15. Jh., Form 18. Jh.
6650	Patron	p a t r oː n	1	patrOnus	l	2	12. Jh.
6651	Patrone	p a t r oː n ə	1	patron	frz	1	16. Jh.
6652	Patrouille	p a t r ʊ l j ə	1	patrouille	frz	2	17. Jh.
6653	patschen	p a ʧ ə n				1	15. Jh.
6654	patt		1	pat	frz	2	19. Jh.
6655	patzen	p a t͡s ə n				1	19. Jh.
6656	patzig	p a t͡s ɪ x				1	16. Jh.
6657	Pauke	p au k ə				1	13. Jh.
6658	Pausbacken					1	18. Jh.
6659	Pause 1		1	pause	afrz	1	14. Jh.
6660	pausen	p au z ə n	1	poncer	frz	1	18. Jh.
6661	Pavian		1	baviaan	nndl	1	16. Jh.
6662	Pavillon	p a v ɪ l j ɔ̃ː	1	pavillon	frz	2	18. Jh.
6663	Pech	p ɛ x	1			1	8. Jh.
6664	Pedant	p eː d a n t	1	pédant	frz	1	17. Jh.
6665	Pedell	p eː d ɛ l	1			2	14. Jh.
6666	Pediküre		1	pédicure	frz	?	20. Jh.
6667	Peep-Show		1	peep-show	ne	?	20. Jh.
6668	Pegel	p eː ɡ ə l	1			2	18. Jh.
6669	Pein	p ai n	1			2	8. Jh.
6670	Peitsche	p ai ʧ ə	1			1	14. Jh.
6671	Peitzker		1			?	14. Jh.
6672	pejorativ	p eː j oː r a t iː f	1	peioratus	l	?	20. Jh.
6673	pekuniär		1	pécuniaire	frz	?	18. Jh.
6674	Pelerine		1	pèlerine	frz	2	19. Jh.
6675	Pelikan	p eː l iː k aː n	1			1	13. Jh.
6676	Pelle	p ɛ l ə	1			?	18. Jh.
6677	Pelz	p ɛ l t͡s	1			1	10. Jh.
6678	pelzen	p ɛ l t͡s ə n	1	*impeltAre	vor-rom	?	11. Jh.
6679	Pendant	p ɑ̃ː d ɑ̃ː	1	pendant	frz	?	18. Jh.
6680	Pendel	p ɛ n d ə l	1	pendulum	ml	1	18. Jh.
6681	penetrant	p eː n eː t r a n t	1	pénétrant	frz	2	17. Jh.
6682	penibel	p eː n iː b ə l	1	pénible	frz	2	18. Jh.
6683	Penicillin	p eː n iː t͡s ɪ l iː n	1	penicillin	ne	2	20. Jh.
6684	Penis	p eː n ɪ s	1	pEnis	l	2	19. Jh.
6685	Pennal 1		1	pennale	ml	?	15. Jh.
6686	Pennal 2		1			?	17. Jh.
6687	Penne	p ɛ n ə				1	17. Jh.
6688	pennen	p ɛ n ə n				1	19. Jh.
6689	Pension	p ɑ̃ː z iːoː n	1	pension	frz	1	15. Jh.
6690	Penunze		1	pieniadze	poln	?	20. Jh.
6691	Pep		1	pep	ne	?	20. Jh.
6692	Peperoni		1	peperone	it	2	20. Jh.
6693	Perchten					?	14. Jh.
6694	perfekt	p ɛ r f ɛ k t	1	perfectus	l	1	16. Jh.
6695	perfide	p ɛ r f iː d ə	1	perfide	frz	2	18. Jh.
6696	Perforation	p ɛ r f oː r a t͡s iːoː n	1	perforAtio	l	2	18. Jh.
6697	performativ		1	performative	ne	?	20. Jh.
6698	Pergola		1	pergola	it	?	17. Jh.
6699	Periode	p eː r iːoː d ə	1	periodus	l	2	15. Jh., Form 17. Jh.
6700	Peripherie	p eː r iː f eː r iː	1	peripherIa	l	?	17. Jh.
6701	Perle	p ɛ r l ə	1			1	9. Jh.
6702	permanent	p ɛ r m a n ɛ n t	1	permanent	frz	2	17. Jh.
6703	Perpendikel	p ɛ r p ɛ n d iː k ə l	1	perpendiculum	l	2	16. Jh.
6704	perplex	p ɛ r p l ɛ k s	1	perplexe	frz	2	17. Jh.
6705	Perron	p ɛ r ɔ̃ː	1	perron	frz	2	18. Jh.
6706	Person	p ɛ r z oː n	1	persOna	l	1	12. Jh.
6707	Perspektive	p ɛ r s p ɛ k t iː v ə	1	perspective	frz	1	16. Jh.
6708	Perücke		1	perruque	frz	1	17. Jh.
6709	pervers	p ɛ r v ɛ r s	1	pervers	frz	1	16. Jh.
6710	Pese					?	20. Jh.
6711	Pesel		1			?	17. Jh.
6712	pesen		1	to	ne	?	20. Jh.
6713	Pest	p ɛ s t	1			1	14. Jh., Form 16. Jh.
6714	Petarde		1	pétard	frz	?	16. Jh.
6715	Petersilie	p eː t ə r z iː l iːə	1	petrosilium	ml	1	10. Jh.
6716	Petition	p eː t iː t͡s iːoː n	1	petItio	l	?	14. Jh.
6717	Petschaft		1			2	13. Jh.
6718	Petticoat		1	petticoat	ne	2	20. Jh.
6719	Petting		1			?	20. Jh.
6720	Petunie		1	pétunia	frz	?	19. Jh.
6721	Petze					?	15. Jh.
6722	petzen	p ɛ t͡s ə n				1	18. Jh.
6723	Pfaffe	p f a f ə	1			1	11. Jh.
6724	Pfahl	p f aː l	1			1	10. Jh.
6725	Pfalz	p f a l t͡s	1			?	8. Jh.
6726	Pfand	p f a n t	1			1	8. Jh.
6727	Pfanne	p f a n ə	1			1	9. Jh.
6728	Pfau	p f au	1			1	9. Jh.
6729	Pfebe		1			?	9. Jh.
6730	Pfeffer	p f ɛ f ə r	1			1	8. Jh.
6731	Pfeife	p f ai f ə	1			1	9. Jh., beinpfIfa 8. Jh.
6732	pfeifen	p f ai f ə n	1			1	11. Jh.
6733	Pfeil	p f ai l	1			1	8. Jh.
6734	Pfeiler	p f ai l ə r	1			1	10. Jh.
6735	Pfennig	p f ɛ n ɪ x				1	8. Jh.
6736	Pfennigfuchser					1	18. Jh.
6737	Pferch	p f ɛ r x	1			1	9. Jh.
6738	Pferd	p f eː r t	1			1	9. Jh.
6739	Pfette		1			?	16. Jh.
6740	pfetzen					?	15. Jh.
6741	pfiffig	p f ɪ f ɪ x				1	18. Jh.
6742	Pfingsten	p f ɪ ŋ s t ə n	1			1	13. Jh.
6743	Pfinztag		1			?	12. Jh.
6744	Pfister		1			?	12. Jh.
